AmenitiesId,Amenities
1310141,"TV, Cable TV, Wifi, Air conditioning, Kitchen, Paid parking off premises, Breakfast, Elevator, Free street parking, Smoke detector, Carbon monoxide detector, Essentials, Shampoo, Hangers, Hair dryer, Laptop friendly workspace, Bed linens, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Luggage dropoff allowed, Host greets you"
12887643,"Wifi, Kitchen, Pets allowed, Free street parking, Heating, Family/kid friendly, Suitable for events, Washer, Dryer, Smoke detector, First aid kit, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Single level home, Patio or balcony, Luggage dropoff allowed, Long term stays allowed, Well-lit path to entrance, Step-free access, Wide clearance to bed, Accessible-height bed, Firm mattress, Host greets you, Paid parking on premises"
12906000,"TV, Wifi, Air conditioning, Kitchen, Free parking on premises, Family/kid friendly, Washer, Smoke detector, Fire extinguisher, Essentials, 24-hour check-in, Hangers, Iron"
12906431,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Free parking on premises, Free street parking, Family/kid friendly, Washer, Dryer, First aid kit, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Children’s books and toys, Pack ’n Play/travel crib, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, EV charger, BBQ grill, Patio or balcony, Beach essentials, Luggage dropoff allowed, Long term stays allowed, Step-free access, Wide doorway, Flat path to front door, Wide doorway, Wide clearance to bed, Host greets you, Hot water kettle"
12923454,"Smoking allowed, Doorman, Elevator, Buzzer/wireless intercom, Family/kid friendly, Suitable for events, Washer, Hangers, Laptop friendly workspace"
12973335,"TV, Internet, Wifi, Kitchen, Free parking on premises, Free street parking, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, translation missing: en.hosting_amenity_50, Private entrance, Bathtub, Game console, Hot water, Microwave, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Single level home, BBQ grill, Patio or balcony, Garden or backyard, Well-lit path to entrance, Host greets you, Waterfront"
12997475,"TV, Cable TV, Wifi, Air conditioning, Kitchen, Free parking on premises, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Pack ’n Play/travel crib, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Long term stays allowed"
12797051,"TV, Cable TV, Free parking on premises, Smoke detector, Fire extinguisher, Essentials, Lock on bedroom door, Hangers, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50"
1321072,"TV, Internet, Wifi, Air conditioning, Kitchen, Paid parking off premises, Pets allowed, Breakfast, Pets live on this property, Cat(s), Heating, Washer, Smoke detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Hot water, Bed linens, Host greets you"
13252758,"TV, Wifi, Kitchen, Free parking on premises, Pets allowed, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Bathtub, High chair, Children’s books and toys, Babysitter recommendations, Crib, Pack ’n Play/travel crib, Room-darkening shades, Children’s dinnerware, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Beach essentials, Luggage dropoff allowed, Long term stays allowed, Beachfront"
12667749,"TV, Cable TV, Internet, Wifi, Kitchen, Free parking on premises, Heating, Dryer, First aid kit, Essentials, Shampoo, Lock on bedroom door, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Building staff, Private living room, Hot water"
13115342,"TV, Wifi, Kitchen, Elevator, Heating, Washer, Essentials, Hangers, Hair dryer, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50"
12812425,"TV, Wifi, Kitchen, Free parking on premises, Pets live on this property, Dog(s), Cat(s), Other pet(s), Washer, Dryer, Smoke detector, Carbon monoxide detector, Essentials, 24-hour check-in, Hangers, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Hot water, Long term stays allowed, Other"
12814401,"TV, Internet, Wifi, Air conditioning, Wheelchair accessible, Kitchen, Doorman, Elevator, Heating, Washer, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Host greets you"
12874776,"TV, Cable TV, Internet, Wifi, Pool, Kitchen, Free parking on premises, Gym, Elevator, Free street parking, Hot tub, Family/kid friendly, Washer, Dryer, Smoke detector, First aid kit, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Building staff, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, BBQ grill, Patio or balcony, Long term stays allowed, Waterfront, Beachfront"
12895982,"TV, Internet, Wifi, Air conditioning, Kitchen, Family/kid friendly, Shampoo, 24-hour check-in, Hangers, Hair dryer, Laptop friendly workspace"
12937,"Internet, Wifi, Air conditioning, Pets live on this property, Dog(s), Heating, Smoke detector, Carbon monoxide detector, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Hot water, Bed linens, Extra pillows and blankets, Luggage dropoff allowed, Host greets you"
13068933,"TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Elevator, Family/kid friendly, Washer, Dryer, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Hot water, Long term stays allowed, Host greets you, Paid parking on premises"
13201601,"TV, Cable TV, Wifi, Pool, Kitchen, Free parking on premises, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Lock on bedroom door, Hangers, Hair dryer, Iron, Self check-in, Lockbox, Private entrance, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Oven, Stove, BBQ grill, Patio or balcony, Long term stays allowed, Waterfront, Beachfront"
13203747,"TV, Wifi, Kitchen, Free parking on premises, Heating, Family/kid friendly, Suitable for events, Washer, Dryer, Essentials, Hangers, Laptop friendly workspace"
13261391,"TV, Wifi, Kitchen, Smoking allowed, Elevator, Washer, Dryer, Essentials, Hangers, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50"
13153996,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Free parking on premises, Elevator, Indoor fireplace, Buzzer/wireless intercom, Family/kid friendly, Washer, First aid kit, Fire extinguisher, Essentials, Hangers, Hair dryer, Iron, Crib, Room-darkening shades, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Long term stays allowed, Step-free access, Wide doorway, Flat path to front door, Well-lit path to entrance, Host greets you, Beachfront"
12742947,"TV, Internet, Wifi, Air conditioning, Kitchen, Pets live on this property, Cat(s), Heating, Family/kid friendly, Washer, Smoke detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_50"
12872819,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Gym, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_50"
12924287,"TV, Internet, Wifi, Air conditioning, Kitchen, Paid parking off premises, Elevator, Free street parking, Heating, Family/kid friendly, First aid kit, Essentials, Shampoo, Hangers, Iron, Laptop friendly workspace, Hot water, Luggage dropoff allowed, Long term stays allowed, Host greets you"
12955940,"Internet, Wifi, Air conditioning, Kitchen, Heating, Dryer, Smoke detector, First aid kit, Essentials, Shampoo, 24-hour check-in, Hair dryer, Iron, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50"
13164714,"TV, Cable TV, Wifi, Kitchen, Heating, Family/kid friendly, Washer, Dryer, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron"
13218264,"TV, Wifi, Air conditioning, Kitchen, Free parking on premises, Elevator, Family/kid friendly, Washer, Essentials, Shampoo, Hangers, Hair dryer, Iron"
13248377,"TV, Wifi, Air conditioning, Kitchen, Free parking on premises, Elevator, Washer, Lock on bedroom door, Iron, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50"
1268297,"TV, Cable TV, Wifi, Air conditioning, Kitchen, Paid parking off premises, Doorman, Elevator, Family/kid friendly, Essentials, Hangers, Iron, Laptop friendly workspace, Window guards, Room-darkening shades, Hot water, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Stove, Long term stays allowed, Host greets you, Paid parking on premises"
12800628,"TV, Cable TV, Internet, Wifi, Air conditioning, Elevator, Family/kid friendly, Smoke detector, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Laptop friendly workspace"
12814643,"TV, Wifi, Kitchen, Free parking on premises, Breakfast, Pets live on this property, Cat(s), Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Private entrance, Hot water, Bed linens, Extra pillows and blankets, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Stove, Single level home, Patio or balcony, Garden or backyard, Well-lit path to entrance, Host greets you"
12815927,"TV, Cable TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Hot tub, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Hot water, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, BBQ grill, Patio or balcony, Beach essentials, Luggage dropoff allowed, Long term stays allowed"
13193079,"TV, Wifi, Air conditioning, Pool, Kitchen, Paid parking off premises, Gym, Elevator, Hot tub, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Essentials, Hangers, Hair dryer, Iron, Laptop friendly workspace, Bathtub, High chair, Crib, Hot water, Luggage dropoff allowed, Long term stays allowed, Host greets you"
13227163,"TV, Cable TV, Wifi, Kitchen, Free parking on premises, Smoking allowed, Elevator, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_50, Hot water, Host greets you"
127208,"TV, Wifi, Kitchen, Doorman, Gym, Breakfast, Pets live on this property, Cat(s), Indoor fireplace, Family/kid friendly, Suitable for events, Washer, First aid kit, Safety card, Fire extinguisher, Essentials, Lock on bedroom door, 24-hour check-in, Hangers, Hair dryer, Laptop friendly workspace, Private entrance, Hot water, Bed linens, Extra pillows and blankets, Microwave, Dishwasher, Dishes and silverware, Cooking basics, Stove"
12713962,"TV, Cable TV, Pool, Kitchen, Free parking on premises, Family/kid friendly, Suitable for events, Washer, Dryer, Essentials, Shampoo, Hangers, Laptop friendly workspace, Private living room, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, BBQ grill, Patio or balcony, Garden or backyard, Long term stays allowed, Wide hallway clearance, Wide doorway, Well-lit path to entrance, Disabled parking spot, Other, Waterfront, Beachfront"
13063671,"TV, Cable TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Paid parking off premises, Elevator, Free street parking, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private entrance, Hot water, Bed linens, Extra pillows and blankets, Ethernet connection, Luggage dropoff allowed, Long term stays allowed, Host greets you, Paid parking on premises"
12774820,"TV, Internet, Wifi, Air conditioning, Wheelchair accessible, Pool, Kitchen, Free parking on premises, Gym, Breakfast, Elevator, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, Dryer, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace"
12757761,"TV, Cable TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Elevator, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Essentials, Hangers, Hair dryer, Iron, Laptop friendly workspace, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Oven, Stove, BBQ grill, Patio or balcony, Garden or backyard, Luggage dropoff allowed, Long term stays allowed, Host greets you"
12805730,"Internet, Wifi, Kitchen, Smoking allowed, Pets allowed, Heating, Washer, Essentials, Shampoo, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50"
12857433,"TV, Cable TV, Internet, Wifi, Kitchen, Free parking on premises, Family/kid friendly, Suitable for events, Washer, Dryer, Smoke detector, First aid kit, Fire extinguisher, Essentials, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_50"
12893035,"TV, Wifi, Pool, Kitchen, Free parking on premises, Washer, Dryer, Essentials, Shampoo, Hangers, Hair dryer, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Self check-in, Keypad"
13016251,"TV, Wifi, Kitchen, Heating, Family/kid friendly, Smoke detector, Essentials, Shampoo, Lock on bedroom door, Hangers, Laptop friendly workspace, translation missing: en.hosting_amenity_50"
13063723,"TV, Cable TV, Internet, Wifi, Kitchen, Paid parking off premises, Smoking allowed, Washer, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, 24-hour check-in, Hangers, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Hot water, Host greets you"
13145113,
12762087,"TV, Cable TV, Wifi, Kitchen, Smoking allowed, Pets allowed, Free street parking, Heating, Family/kid friendly, Suitable for events, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad, Private living room, Private entrance, Bathtub, High chair, Crib, Pack ’n Play/travel crib, Room-darkening shades, Children’s dinnerware, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Beach essentials, Luggage dropoff allowed, Long term stays allowed, Cleaning before checkout"
12889319,"Wifi, Kitchen, Free parking on premises, Smoking allowed, Heating, Family/kid friendly, Suitable for events, Washer, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Laptop friendly workspace"
12971023,"TV, Wifi, Kitchen, Breakfast, Elevator, Washer, Essentials, Shampoo, Hair dryer, Iron, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50"
13045429,"TV, Cable TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Elevator, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Private entrance, Bathtub, Pack ’n Play/travel crib, Room-darkening shades"
13110019,"TV, Cable TV, Internet, Wifi, Wheelchair accessible, Kitchen, Elevator, Free street parking, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Building staff, Hot water, Long term stays allowed"
13112091,"TV, Cable TV, Wifi, Air conditioning, Wheelchair accessible, Pool, Kitchen, Free parking on premises, Doorman, Gym, Elevator, Free street parking, Hot tub, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Laptop friendly workspace, Self check-in, Building staff, Hot water, Long term stays allowed"
1321603,"TV, Air conditioning, Pets allowed, Breakfast, Heating, Family/kid friendly, Washer, Dryer, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private entrance, Baby bath, Crib, Hot water, Bed linens, Extra pillows and blankets, Long term stays allowed, Host greets you"
13242217,"TV, Cable TV, Internet, Wifi, Air conditioning, Wheelchair accessible, Pool, Kitchen, Doorman, Elevator, Buzzer/wireless intercom, Essentials, Shampoo, Lock on bedroom door, Hangers, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Hot water, Other"
13249697,
13066822,"TV, Cable TV, Wifi, Air conditioning, Kitchen, Free parking on premises, Elevator, Family/kid friendly, Smoke detector, First aid kit, Fire extinguisher, Essentials, Shampoo, TV"
13113064,"TV, Cable TV, Internet, Wifi, Air conditioning, Free parking on premises, Heating, Smoke detector, Carbon monoxide detector, Essentials, Shampoo, Lock on bedroom door, Hangers, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Self check-in, Smart lock, Private entrance"
13146333,"TV, Cable TV, Wifi, Air conditioning, Wheelchair accessible, Pool, Kitchen, Gym, Elevator, Hot tub, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, Self check-in, Lockbox, Private entrance, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Stove, BBQ grill, Luggage dropoff allowed, Wide hallway clearance, Step-free access, Wide doorway, Flat path to front door, Well-lit path to entrance, Disabled parking spot, Step-free access, Wide doorway, Wide clearance to bed, Accessible-height bed, Step-free access, Wide doorway, Accessible-height toilet, Step-free access, Wide entryway, Paid parking on premises"
12857841,"TV, Internet, Wifi, Air conditioning, Wheelchair accessible, Kitchen, Heating, Family/kid friendly, Suitable for events, Washer, Dryer, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace"
12906100,"TV, Wifi, Air conditioning, Wheelchair accessible, Pool, Kitchen, Doorman, Gym, Elevator, Buzzer/wireless intercom, Family/kid friendly, Smoke detector, Essentials, 24-hour check-in, Iron, Hot water, Host greets you"
13045223,"Internet, Wifi, Kitchen, Heating, Washer, Dryer, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50"
13123668,"TV, Cable TV, Wifi, Air conditioning, Kitchen, Washer, Dryer, Smoke detector, Fire extinguisher, Essentials, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private living room, Private entrance, Babysitter recommendations, Coffee maker, Refrigerator, BBQ grill, Patio or balcony"
13161668,"TV, Internet, Wifi, Air conditioning, Kitchen, Paid parking off premises, Pets allowed, Elevator, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, Dryer, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Bathtub, Babysitter recommendations, Hot water, Luggage dropoff allowed, Long term stays allowed, Host greets you"
13217170,"Wifi, Air conditioning, Kitchen, Breakfast, Heating, Family/kid friendly, Smoke detector, Carbon monoxide detector, First aid kit, Essentials, Shampoo, Hangers, Hair dryer, Iron, translation missing: en.hosting_amenity_50"
1325472,"TV, Internet, Wifi, Air conditioning, Kitchen, Smoking allowed, Doorman, Elevator, Buzzer/wireless intercom, Heating, Suitable for events, Washer, Dryer"
13265567,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Smoking allowed, Breakfast, Buzzer/wireless intercom, Heating, Family/kid friendly, Suitable for events, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace"
12902610,"TV, Wifi, Air conditioning, Kitchen, Free street parking, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Private living room, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Long term stays allowed"
12902975,"Internet, Wifi, Kitchen, Heating, Essentials"
13155211,"TV, Wifi, Air conditioning, Kitchen, Elevator, Free street parking, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad, Private living room, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Long term stays allowed"
13165887,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Paid parking off premises, Elevator, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, Dryer, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Hot water, Long term stays allowed, Host greets you"
13176532,"Wifi, Air conditioning, Kitchen, Elevator, Washer, Smoke detector, Fire extinguisher, Essentials, Lock on bedroom door, Hangers, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Private entrance, Hot water, Host greets you"
13320545,"TV, Cable TV, Internet, Wifi, Kitchen, Paid parking off premises, Smoking allowed, Breakfast, Pets live on this property, Free street parking, Heating, Washer, Smoke detector, First aid kit, Safety card, Essentials, Shampoo, Lock on bedroom door, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Private living room, Private entrance, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Luggage dropoff allowed, Long term stays allowed, Cleaning before checkout, Host greets you"
13277230,"TV, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Gym, Elevator, Hot tub, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, First aid kit, Fire extinguisher, Essentials, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace"
1332929,"TV, Wifi, Air conditioning, Kitchen, Free parking on premises, Paid parking off premises, Elevator, Heating, Family/kid friendly, Washer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Building staff, Private living room, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Single level home, Patio or balcony, Garden or backyard, Long term stays allowed, Wide hallway clearance, Well-lit path to entrance, Step-free access"
13302796,"TV, Wifi, Air conditioning, Pool, Kitchen, Paid parking off premises, Gym, Elevator, Hot tub, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Essentials, Hangers, Hair dryer, Iron, Laptop friendly workspace, Bathtub, High chair, Babysitter recommendations, Crib, Hot water, Bed linens, Extra pillows and blankets, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Single level home, Luggage dropoff allowed, Long term stays allowed, Step-free access, Flat path to front door, Well-lit path to entrance, Step-free access, Step-free access, Step-free access, Host greets you"
13299549,"TV, Wifi, Pool, Kitchen, Elevator, Heating, Family/kid friendly, Washer, Smoke detector, Essentials, Hangers, Hair dryer, Iron"
13299231,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Buzzer/wireless intercom, Heating, Family/kid friendly, Suitable for events, Washer, Dryer, Essentials, 24-hour check-in, Hangers, Hair dryer, Iron"
13316078,"TV, Wifi, Air conditioning, Kitchen, Free parking on premises, Smoking allowed, Gym, Elevator, Family/kid friendly, Washer, Essentials, Shampoo, Lock on bedroom door, Hair dryer, Iron, Laptop friendly workspace"
13318405,"TV, Wifi, Kitchen, Free parking on premises, Free street parking, Washer, Dryer, Smoke detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Private entrance, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, BBQ grill, Patio or balcony, Garden or backyard, Long term stays allowed, Host greets you"
13266188,"Internet, Wifi, Air conditioning, Kitchen, Family/kid friendly, Washer, Dryer, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Host greets you"
132695,"Internet, Wifi, Air conditioning, Kitchen, Buzzer/wireless intercom, Heating, Family/kid friendly, Smoke detector, Carbon monoxide detector, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace"
13304991,"TV, Internet, Wifi, Air conditioning, Kitchen, Paid parking off premises, Free street parking, Family/kid friendly, Washer, Dryer, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Building staff, Private entrance, Hot water, Luggage dropoff allowed, Long term stays allowed, Host greets you, Other"
13308110,"TV, Internet, Wifi, Air conditioning, Kitchen, Breakfast, Heating, Smoke detector, Essentials, Shampoo, Lock on bedroom door, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50"
13317720,"TV, Air conditioning, Pool, Kitchen, Free parking on premises, Smoking allowed, Gym, Elevator, Family/kid friendly, Washer, Dryer, Smoke detector, First aid kit, Fire extinguisher, Lock on bedroom door, Hangers, Laptop friendly workspace"
13324467,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Doorman, Elevator, Buzzer/wireless intercom, Family/kid friendly, Washer, Dryer, Essentials, Shampoo, Lock on bedroom door, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_50, Self check-in, Smart lock"
13306630,"Wifi, Kitchen, Buzzer/wireless intercom, Washer, Dryer, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron"
13272687,"TV, Internet, Wifi, Kitchen, Heating, Family/kid friendly, First aid kit, Fire extinguisher, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_50"
13328702,"TV, Cable TV, Internet, Wifi, Air conditioning, Wheelchair accessible, Pool, Kitchen, Free parking on premises, Hot tub, Family/kid friendly, Washer, Dryer, Fire extinguisher, Essentials, Lock on bedroom door, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox"
13298973,"TV, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Smoking allowed, Pets allowed, Elevator, Family/kid friendly, Suitable for events, Washer, First aid kit, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace"
